Commune,NIS,Latitude,Longitude
Mettet,92087,50.32027228,4.65678845200006
Namur,92094,50.466589201,4.86619684300007
Ohey,92097,50.43602703,5.12091377
Profondeville,92101,50.377707308,4.86902094800007
Sambreville,92137,50.4469237760001,4.63685192400004
Sombreffe,92114,50.5219690530001,4.59878471100006
Cerfontaine,93010,50.170514579,4.41293257
Couvin,93014,50.0558455770001,4.49082584600006
Doische,93018,50.1358649380001,4.74526738100008
Florennes,93022,50.2512950350001,4.60225195
Philippeville,93056,50.195953214,4.54396332800007
Viroinval,93090,50.0746189980001,4.54945486500003
Walcourt,93088,50.25115192,4.43091087
